401|S|Fern Rock TC|University City|2016-03-23|On Time|2016-03-23 04:31:16
403|S|Glenside|Fern Rock TC|2016-03-23|1 min|2016-03-23 04:33:20
1701|S|Suburban Station|Bridesburg|2016-03-23|On Time|2016-03-23 04:34:32
403|S|Glenside|Wayne Jct|2016-03-23|1 min|2016-03-23 04:37:12
1701|S|Suburban Station|Tacony|2016-03-23|On Time|2016-03-23 04:37:14
1701|S|Suburban Station|Holmesburg Jct|2016-03-23|On Time|2016-03-23 04:39:13
401|S|Fern Rock TC|Eastwick Station|2016-03-23|1 min|2016-03-23 04:40:17
1502|N|Frazer Yard|Ardmore|2016-03-23|On Time|2016-03-23 04:42:01
1701|S|Suburban Station|Torresdale|2016-03-23|On Time|2016-03-23 04:42:17
1502|N|Frazer Yard|Wynnewood|2016-03-23|On Time|2016-03-23 04:43:27
401|S|Fern Rock TC|Airport Terminal A|2016-03-23|On Time|2016-03-23 04:44:02
403|S|Glenside|Temple U|2016-03-23|2 min|2016-03-23 04:44:16
1701|S|Suburban Station|Cornwells Heights|2016-03-23|On Time|2016-03-23 04:45:14
401|S|Fern Rock TC|Airport Terminal C-D|2016-03-23|On Time|2016-03-23 04:46:02
1701|S|Suburban Station|Eddington|2016-03-23|On Time|2016-03-23 04:47:14
1293|S|None|None|2016-03-23|On Time|2016-03-23 04:47:23
1701|S|Suburban Station|Croydon|2016-03-23|On Time|2016-03-23 04:50:09
403|S|Glenside|Jefferson Station|2016-03-23|2 min|2016-03-23 04:50:16
6400|N|None|None|2016-03-23|On Time|2016-03-23 04:51:17
405|S|None|None|2016-03-23|On Time|2016-03-23 04:51:20
403|S|Glenside|Suburban Station|2016-03-23|On Time|2016-03-23 04:52:16
9701|S|None|None|2016-03-23|On Time|2016-03-23 04:52:17
1701|S|Suburban Station|Bristol|2016-03-23|On Time|2016-03-23 04:54:03
1293|S|Suburban Station|30th Street Station|2016-03-23|On Time|2016-03-23 04:54:05
405|S|Glenside|Jenkintown-Wyncote|2016-03-23|2 min|2016-03-23 04:55:19
1293|S|Suburban Station|University City|2016-03-23|On Time|2016-03-23 04:57:05
514|N|None|None|2016-03-23|On Time|2016-03-23 04:58:14
403|S|Glenside|30th Street Station|2016-03-23|On Time|2016-03-23 04:58:16
6400|N|Powelton Yard|30th Street Station|2016-03-23|7 min|2016-03-23 04:58:34
405|S|Glenside|Elkins Park|2016-03-23|2 min|2016-03-23 04:58:43
1701|S|Suburban Station|Levittown|2016-03-23|On Time|2016-03-23 04:59:14
405|S|Glenside|Melrose Park|2016-03-23|2 min|2016-03-23 05:00:43
514|N|Thorndale|Downingtown|2016-03-23|On Time|2016-03-23 05:02:07
6400|N|Powelton Yard|Suburban Station|2016-03-23|4 min|2016-03-23 05:02:09
403|S|Glenside|University City|2016-03-23|On Time|2016-03-23 05:02:17
9701|S|Roberts Yard|Temple U|2016-03-23|4 min|2016-03-23 05:03:09
405|S|Glenside|Fern Rock TC|2016-03-23|2 min|2016-03-23 05:03:19
6322|N|None|None|2016-03-23|On Time|2016-03-23 05:04:01
501|S|None|None|2016-03-23|On Time|2016-03-23 05:04:11
7406|N|None|None|2016-03-23|On Time|2016-03-23 05:04:17
6400|N|Powelton Yard|Jefferson Station|2016-03-23|2 min|2016-03-23 05:04:41
309|S|None|None|2016-03-23|On Time|2016-03-23 05:04:57
7218|N|None|None|2016-03-23|On Time|2016-03-23 05:05:13
1293|S|Suburban Station|Darby|2016-03-23|On Time|2016-03-23 05:05:23
309|S|West Trenton Yard|West Trenton|2016-03-23|On Time|2016-03-23 05:06:45
1701|S|Suburban Station|Trenton|2016-03-23|On Time|2016-03-23 05:07:13
9402|N|None|None|2016-03-23|On Time|2016-03-23 05:07:15
405|S|Glenside|Wayne Jct|2016-03-23|1 min|2016-03-23 05:07:19
1293|S|Suburban Station|Curtis Park|2016-03-23|On Time|2016-03-23 05:07:23
501|S|County|Colmar|2016-03-23|On Time|2016-03-23 05:07:27
6322|N|Powelton Yard|30th Street Station|2016-03-23|1 min|2016-03-23 05:08:02
514|N|Thorndale|Whitford|2016-03-23|On Time|2016-03-23 05:08:16
6400|N|Powelton Yard|Temple U|2016-03-23|1 min|2016-03-23 05:08:21
1293|S|Suburban Station|Sharon Hill|2016-03-23|On Time|2016-03-23 05:08:40
9701|S|Roberts Yard|Jefferson Station|2016-03-23|5 min|2016-03-23 05:08:41
9402|N|Airport Terminal E-F|Airport Terminal C-D|2016-03-23|On Time|2016-03-23 05:09:16
309|S|West Trenton Yard|Yardley|2016-03-23|On Time|2016-03-23 05:09:28
501|S|County|9th St|2016-03-23|On Time|2016-03-23 05:10:02
514|N|Thorndale|Exton|2016-03-23|On Time|2016-03-23 05:10:13
1293|S|Suburban Station|Folcroft|2016-03-23|On Time|2016-03-23 05:10:41
9701|S|Roberts Yard|Suburban Station|2016-03-23|2 min|2016-03-23 05:10:52
1293|S|Suburban Station|Glenolden|2016-03-23|On Time|2016-03-23 05:11:23
403|S|Glenside|Eastwick Station|2016-03-23|2 min|2016-03-23 05:12:01
6322|N|Powelton Yard|Suburban Station|2016-03-23|1 min|2016-03-23 05:12:22
501|S|County|Lansdale|2016-03-23|On Time|2016-03-23 05:12:56
9402|N|Airport Terminal E-F|Eastwick Station|2016-03-23|On Time|2016-03-23 05:13:15
1293|S|Suburban Station|Norwood|2016-03-23|On Time|2016-03-23 05:13:23
405|S|Glenside|Temple U|2016-03-23|2 min|2016-03-23 05:13:30
1293|S|Suburban Station|Prospect Park|2016-03-23|On Time|2016-03-23 05:14:31
6400|N|Powelton Yard|Wayne Jct|2016-03-23|On Time|2016-03-23 05:14:43
9701|S|Roberts Yard|30th Street Station|2016-03-23|2 min|2016-03-23 05:14:51
6322|N|Powelton Yard|Jefferson Station|2016-03-23|On Time|2016-03-23 05:16:02
514|N|Thorndale|Malvern|2016-03-23|On Time|2016-03-23 05:16:15
1293|S|Suburban Station|Ridley Park|2016-03-23|On Time|2016-03-23 05:16:31
4007|S|None|None|2016-03-23|On Time|2016-03-23 05:17:26
501|S|County|Pennbrook|2016-03-23|On Time|2016-03-23 05:17:27
403|S|Glenside|Airport Terminal A|2016-03-23|2 min|2016-03-23 05:18:01
1293|S|Suburban Station|Crum Lynne|2016-03-23|On Time|2016-03-23 05:18:40
405|S|Glenside|Jefferson Station|2016-03-23|1 min|2016-03-23 05:19:15
6400|N|Powelton Yard|Fern Rock TC|2016-03-23|On Time|2016-03-23 05:19:22
403|S|Glenside|Airport Terminal C-D|2016-03-23|1 min|2016-03-23 05:20:01
514|N|Thorndale|Paoli|2016-03-23|On Time|2016-03-23 05:20:15
501|S|County|North Wales|2016-03-23|1 min|2016-03-23 05:20:56
503|S|None|None|2016-03-23|On Time|2016-03-23 05:20:57
6512|N|None|None|2016-03-23|On Time|2016-03-23 05:21:10
309|S|West Trenton Yard|Woodbourne|2016-03-23|On Time|2016-03-23 05:21:10
6322|N|Powelton Yard|Temple U|2016-03-23|1 min|2016-03-23 05:21:20
1293|S|Suburban Station|Chester TC|2016-03-23|On Time|2016-03-23 05:21:23
1295|S|None|None|2016-03-23|On Time|2016-03-23 05:22:04
405|S|Glenside|Suburban Station|2016-03-23|On Time|2016-03-23 05:22:17
6400|N|Powelton Yard|Melrose Park|2016-03-23|On Time|2016-03-23 05:22:19
407|S|None|None|2016-03-23|On Time|2016-03-23 05:22:19
6512|N|Powelton Yard|30th Street Station|2016-03-23|On Time|2016-03-23 05:23:12
9402|N|Airport Terminal E-F|University City|2016-03-23|On Time|2016-03-23 05:23:16
309|S|West Trenton Yard|Langhorne|2016-03-23|On Time|2016-03-23 05:24:08
514|N|Thorndale|Berwyn|2016-03-23|On Time|2016-03-23 05:24:15
9597|S|None|None|2016-03-23|On Time|2016-03-23 05:24:30
6400|N|Powelton Yard|Elkins Park|2016-03-23|On Time|2016-03-23 05:24:34
1293|S|Suburban Station|Highland Ave|2016-03-23|On Time|2016-03-23 05:24:40
407|S|Glenside|Jenkintown-Wyncote|2016-03-23|On Time|2016-03-23 05:24:43
501|S|County|Gwynedd Valley|2016-03-23|2 min|2016-03-23 05:24:56
503|S|Doylestown|Delaware Valley College|2016-03-23|1 min|2016-03-23 05:24:57
9402|N|Airport Terminal E-F|30th Street Station|2016-03-23|On Time|2016-03-23 05:26:03
514|N|Thorndale|Devon|2016-03-23|On Time|2016-03-23 05:26:08
9701|S|Roberts Yard|North Philadelphia|2016-03-23|3 min|2016-03-23 05:27:10
1293|S|Suburban Station|Marcus Hook|2016-03-23|On Time|2016-03-23 05:27:22
6322|N|Powelton Yard|Wayne Jct|2016-03-23|1 min|2016-03-23 05:27:27
514|N|Thorndale|Strafford|2016-03-23|On Time|2016-03-23 05:28:08
503|S|Doylestown|New Britain|2016-03-23|1 min|2016-03-23 05:28:08
405|S|Glenside|30th Street Station|2016-03-23|On Time|2016-03-23 05:28:18
A601|S|None|None|2016-03-23|On Time|2016-03-23 05:28:20
407|S|Glenside|Elkins Park|2016-03-23|2 min|2016-03-23 05:28:20
6400|N|Powelton Yard|Jenkintown-Wyncote|2016-03-23|On Time|2016-03-23 05:28:27
501|S|County|Penllyn|2016-03-23|5 min|2016-03-23 05:28:27
6512|N|Powelton Yard|Suburban Station|2016-03-23|On Time|2016-03-23 05:28:52
309|S|West Trenton Yard|Neshaminy Falls|2016-03-23|1 min|2016-03-23 05:30:07
1293|S|Suburban Station|Claymont|2016-03-23|On Time|2016-03-23 05:30:07
514|N|Thorndale|Wayne-A|2016-03-23|On Time|2016-03-23 05:30:08
407|S|Glenside|Melrose Park|2016-03-23|1 min|2016-03-23 05:30:21
501|S|County|Ambler|2016-03-23|2 min|2016-03-23 05:30:33
9703|S|None|None|2016-03-23|On Time|2016-03-23 05:30:51
503|S|Doylestown|Chalfont|2016-03-23|On Time|2016-03-23 05:30:57
1295|S|Suburban Station|30th Street Station|2016-03-23|1 min|2016-03-23 05:31:01
