59425|1|Orc|Rogue|Orgrimmar|165|01/01/08 00:02:04
65494|9|Orc|Hunter|Durotar|-1|01/01/08 00:02:04
65325|14|Orc|Warrior|Ghostlands|-1|01/01/08 00:02:04
65490|18|Orc|Hunter|Ghostlands|-1|01/01/08 00:02:04
2288|60|Orc|Hunter|Hellfire Peninsula|-1|01/01/08 00:02:09
2289|60|Orc|Hunter|Hellfire Peninsula|-1|01/01/08 00:02:09
61239|68|Orc|Hunter|Blade's Edge Mountains|243|01/01/08 00:02:14
59772|69|Orc|Warrior|Shadowmoon Valley|35|01/01/08 00:02:14
22937|69|Orc|Rogue|Warsong Gulch|243|01/01/08 00:02:14
23062|69|Orc|Shaman|Shattrath City|103|01/01/08 00:02:14
48432|70|Orc|Warrior|Blade's Edge Mountains|79|01/01/08 00:02:19
582|70|Orc|Warrior|Sethekk Halls|19|01/01/08 00:02:19
33256|70|Orc|Warrior|Orgrimmar|53|01/01/08 00:02:19
22307|70|Orc|Warrior|Orgrimmar|174|01/01/08 00:02:19
22466|70|Orc|Warrior|Undercity|101|01/01/08 00:02:19
1003|70|Orc|Warrior|Tirisfal Glades|204|01/01/08 00:02:19
62|70|Orc|Warrior|Shattrath City|5|01/01/08 00:02:19
2663|70|Orc|Warrior|Shattrath City|53|01/01/08 00:02:19
49944|70|Orc|Warrior|Terokkar Forest|167|01/01/08 00:02:19
10223|70|Orc|Warrior|Netherstorm|5|01/01/08 00:02:19
22594|70|Orc|Hunter|Hellfire Peninsula|35|01/01/08 00:02:24
62095|70|Orc|Hunter|Auchenai Crypts|35|01/01/08 00:02:24
16817|70|Orc|Hunter|Orgrimmar|9|01/01/08 00:02:24
22557|70|Orc|Hunter|Orgrimmar|103|01/01/08 00:02:24
22555|70|Orc|Hunter|Orgrimmar|104|01/01/08 00:02:24
753|70|Orc|Hunter|Orgrimmar|53|01/01/08 00:02:24
1379|70|Orc|Hunter|Shadowmoon Valley|53|01/01/08 00:02:24
44477|70|Orc|Hunter|Shadowmoon Valley|167|01/01/08 00:02:24
25501|70|Orc|Hunter|Shadowmoon Valley|-1|01/01/08 00:02:24
53|70|Orc|Hunter|Warsong Gulch|5|01/01/08 00:02:24
19050|70|Orc|Hunter|Tirisfal Glades|-1|01/01/08 00:02:24
23186|70|Orc|Hunter|Shattrath City|103|01/01/08 00:02:24
64|70|Orc|Hunter|Shattrath City|5|01/01/08 00:02:24
15605|70|Orc|Hunter|Shattrath City|103|01/01/08 00:02:24
64510|70|Orc|Hunter|Eye of the Storm|103|01/01/08 00:02:24
2796|70|Orc|Hunter|Zul'Farrak|19|01/01/08 00:02:24
7127|70|Orc|Hunter|The Steamvault|5|01/01/08 00:02:24
62580|70|Orc|Hunter|The Mechanar|216|01/01/08 00:02:24
4002|70|Orc|Hunter|The Mechanar|5|01/01/08 00:02:24
61421|70|Orc|Rogue|Alterac Valley|103|01/01/08 00:02:29
57137|70|Orc|Rogue|Alterac Valley|103|01/01/08 00:02:29
23807|70|Orc|Shaman|Orgrimmar|174|01/01/08 00:02:34
9085|70|Orc|Shaman|Tirisfal Glades|101|01/01/08 00:02:34
36|70|Orc|Shaman|Shattrath City|101|01/01/08 00:02:34
5088|70|Orc|Warlock|Blade's Edge Mountains|9|01/01/08 00:02:39
49719|70|Orc|Warlock|Netherstorm|79|01/01/08 00:02:39
64297|48|Tauren|Warrior|Tanaris|-1|01/01/08 00:02:44
63541|28|Tauren|Druid|Hillsbrad Foothills|282|01/01/08 00:02:44
60859|44|Tauren|Shaman|Warsong Gulch|228|01/01/08 00:02:44
62023|49|Tauren|Shaman|Warsong Gulch|-1|01/01/08 00:02:44
65180|26|Tauren|Warrior|Ashenvale|35|01/01/08 00:02:44
65181|26|Tauren|Shaman|Ashenvale|35|01/01/08 00:02:44
64136|34|Tauren|Druid|Stranglethorn Vale|220|01/01/08 00:02:44
64655|35|Tauren|Druid|Stranglethorn Vale|282|01/01/08 00:02:44
65549|4|Tauren|Druid|Mulgore|-1|01/01/08 00:02:44
65531|13|Tauren|Druid|The Barrens|282|01/01/08 00:02:44
65444|17|Tauren|Druid|The Barrens|291|01/01/08 00:02:44
55787|19|Tauren|Druid|The Barrens|-1|01/01/08 00:02:44
63604|57|Tauren|Druid|Winterspring|293|01/01/08 00:02:49
63599|60|Tauren|Shaman|Hellfire Peninsula|79|01/01/08 00:02:49
48670|54|Tauren|Druid|Orgrimmar|282|01/01/08 00:02:49
60782|59|Tauren|Druid|Silithus|165|01/01/08 00:02:49
3565|56|Tauren|Warrior|Undercity|273|01/01/08 00:02:49
56692|64|Tauren|Druid|Tirisfal Glades|282|01/01/08 00:02:49
55922|64|Tauren|Shaman|Terokkar Forest|167|01/01/08 00:02:49
9583|56|Tauren|Warrior|Stranglethorn Vale|205|01/01/08 00:02:49
31524|53|Tauren|Warrior|Feralas|-1|01/01/08 00:02:49
37039|64|Tauren|Druid|Zangarmarsh|53|01/01/08 00:02:49
112|64|Tauren|Druid|Zangarmarsh|243|01/01/08 00:02:49
41715|64|Tauren|Warrior|Zangarmarsh|-1|01/01/08 00:02:49
61510|63|Tauren|Hunter|Thunder Bluff|251|01/01/08 00:02:49
61736|67|Tauren|Warrior|Blade's Edge Mountains|243|01/01/08 00:02:54
68|67|Tauren|Warrior|Blade's Edge Mountains|205|01/01/08 00:02:54
12295|69|Tauren|Druid|Blade's Edge Mountains|104|01/01/08 00:02:54
24767|67|Tauren|Shaman|Hellfire Peninsula|35|01/01/08 00:02:54
48660|67|Tauren|Shaman|Shattrath City|161|01/01/08 00:02:54
1316|70|Tauren|Warrior|Auchenai Crypts|103|01/01/08 00:02:59
37029|70|Tauren|Warrior|Orgrimmar|-1|01/01/08 00:02:59
24209|70|Tauren|Warrior|Orgrimmar|204|01/01/08 00:02:59
140|70|Tauren|Warrior|Shadowmoon Valley|5|01/01/08 00:02:59
23577|70|Tauren|Warrior|Shadowmoon Valley|103|01/01/08 00:02:59
26111|70|Tauren|Warrior|Warsong Gulch|104|01/01/08 00:02:59
22071|70|Tauren|Warrior|Warsong Gulch|103|01/01/08 00:02:59
45552|70|Tauren|Warrior|Shattrath City|5|01/01/08 00:02:59
1274|70|Tauren|Warrior|Netherstorm|104|01/01/08 00:02:59
26843|70|Tauren|Warrior|Blasted Lands|-1|01/01/08 00:02:59
1617|70|Tauren|Warrior|Zangarmarsh|243|01/01/08 00:02:59
22541|70|Tauren|Warrior|Arathi Basin|-1|01/01/08 00:02:59
4399|70|Tauren|Warrior|The Mechanar|266|01/01/08 00:02:59
16968|70|Tauren|Warrior|The Mechanar|220|01/01/08 00:02:59
21880|70|Tauren|Hunter|Alterac Valley|204|01/01/08 00:03:04
22793|70|Tauren|Hunter|Warsong Gulch|-1|01/01/08 00:03:04
24388|70|Tauren|Hunter|Tirisfal Glades|-1|01/01/08 00:03:04
23487|70|Tauren|Hunter|Shattrath City|101|01/01/08 00:03:04
3249|70|Tauren|Hunter|Shattrath City|19|01/01/08 00:03:04
133|70|Tauren|Hunter|Netherstorm|-1|01/01/08 00:03:04
22379|70|Tauren|Shaman|Blade's Edge Mountains|103|01/01/08 00:03:09
3275|70|Tauren|Shaman|Sethekk Halls|19|01/01/08 00:03:09
1195|70|Tauren|Shaman|Sethekk Halls|19|01/01/08 00:03:09
32438|70|Tauren|Shaman|Shadowmoon Valley|35|01/01/08 00:03:09
21828|70|Tauren|Shaman|Warsong Gulch|204|01/01/08 00:03:09
