71|4673727|HM275199|04/04/2006 12:00:00 AM|115XX S NORMAL AVE|1320|CRIMINAL DAMAGE|TO VEHICLE|RESIDENTIAL YARD (FRONT/BACK)|False|False|524|5.0|34.0|53.0|14|1175037.0|1828341.0|2006|04/15/2016 08:55:02 AM|41.684346|-87.634870573|(41.684346, -87.634870573)
72|4673729|HM163918|02/05/2006 12:17:00 AM|013XX S HOMAN AVE|2027|NARCOTICS|POSS: CRACK|SIDEWALK|True|False|1021|10.0|24.0|29.0|18|1153917.0|1893490.0|2006|04/15/2016 08:55:02 AM|41.8635688|-87.710457968|(41.8635688, -87.710457968)
73|4784468|HM394400|06/02/2006 04:00:00 PM|046XX W 49TH ST|0810|THEFT|OVER $500|OTHER|False|False|815|8.0|23.0|56.0|06|||2006|08/17/2015 03:03:40 PM|||
74|4673730|HM272953|02/07/2006 10:00:00 AM|030XX S DR MARTIN LUTHER KING JR DR|1320|CRIMINAL DAMAGE|TO VEHICLE|STREET|False|False|2112|1.0|2.0|35.0|14|1179306.0|1885032.0|2006|04/15/2016 08:55:02 AM|41.839816207|-87.617516172|(41.839816207, -87.617516172)
75|4673731|HM203954|02/27/2006 02:42:00 PM|0000X N LATROBE AVE|2024|NARCOTICS|POSS: HEROIN(WHITE)|STREET|True|False|1522|15.0|28.0|25.0|18|1141381.0|1899907.0|2006|04/15/2016 08:55:02 AM|41.881418247|-87.756318983|(41.881418247, -87.756318983)
76|4673733|HM187197|02/17/2006 10:26:00 PM|086XX S BURNHAM AVE|1811|NARCOTICS|POSS: CANNABIS 30GMS OR LESS|ALLEY|True|False|423|4.0|7.0|46.0|18|1196319.0|1848149.0|2006|04/15/2016 08:55:02 AM|41.738201136|-87.556310325|(41.738201136, -87.556310325)
77|4673734|HM274609|04/06/2006 04:40:00 AM|061XX S VERNON AVE|0560|ASSAULT|SIMPLE|APARTMENT|False|False|313|3.0|20.0|42.0|08A|1180307.0|1864332.0|2006|04/15/2016 08:55:02 AM|41.782990756|-87.614478366|(41.782990756, -87.614478366)
78|4673735|HM275200|04/02/2006 10:00:00 AM|039XX N PINE GROVE AVE|0820|THEFT|$500 AND UNDER|PARKING LOT/GARAGE(NON.RESID.)|False|False|2323|19.0|46.0|6.0|06|1170697.0|1926312.0|2006|04/15/2016 08:55:02 AM|41.953283604|-87.647897082|(41.953283604, -87.647897082)
79|4673737|HM272400|04/04/2006 10:48:23 PM|080XX S ADA ST|501A|OTHER OFFENSE|ANIMAL ABUSE/NEGLECT|APARTMENT|False|False|612|6.0|21.0|71.0|26|1168726.0|1851460.0|2006|04/15/2016 08:55:02 AM|41.747926162|-87.657308777|(41.747926162, -87.657308777)
80|4673738|HM274813|03/03/2006 12:00:00 PM|002XX W MADISON ST|0890|THEFT|FROM BUILDING|SCHOOL, PRIVATE, BUILDING|False|False|113|1.0|42.0|32.0|06|1174636.0|1900346.0|2006|04/15/2016 08:55:02 AM|41.881944424|-87.634195294|(41.881944424, -87.634195294)
