hyundai|ix35|67708|2014|2000|100|||None|auto|5|5|diesel|2015-11-14 18:54:15.644838+00|2016-01-27 20:40:15.46361+00|17764.62
||7|2015|1200|54|||None|man|5|5|gasoline|2015-11-14 18:54:15.654858+00|2016-01-27 20:40:15.46361+00|11658.03
||7|2015|1100|54|||None|man|5|5|gasoline|2015-11-14 18:54:15.670698+00|2016-01-27 20:40:15.46361+00|9252.41
||6|2015|1100|54|||None|man|5|5|gasoline|2015-11-14 18:54:15.683487+00|2016-01-27 20:40:15.46361+00|8882.31
skoda|octavia|173228|2008|1900|77|||None|man|5|5|diesel|2015-11-14 18:54:15.693904+00|2016-01-27 20:40:15.46361+00|7957.07
||8|2015|1100|54|||None|man|5|5|gasoline|2015-11-14 18:54:15.771859+00|2016-01-27 20:40:15.46361+00|8882.31
skoda|octavia|180990|2010|1900|77|||None|man|5|5|diesel|2015-11-14 18:54:15.783322+00|2016-01-27 20:40:15.46361+00|8512.21
toyota|avensis|113457|2012|2200|130|||None|man|5|5|diesel|2015-11-14 18:54:15.792238+00|2016-01-27 20:40:15.46361+00|12213.18
||157973|2010|1900|77|||None|man|5|7|diesel|2015-11-14 18:54:15.800912+00|2016-01-27 20:40:15.46361+00|8956.33
hyundai|ix35|11891|2014|2000|100|||None|auto|5|5|diesel|2015-11-14 18:54:15.809414+00|2016-01-27 20:40:15.46361+00|19985.2
fiat|stilo|63588|2004|1600|76|||None|man|5|5|gasoline|2015-11-14 18:54:15.832204+00|2016-01-27 20:40:15.46361+00|2960.77
skoda|octavia|156168|2010|2000|103|||None|man|5|5|diesel|2015-11-14 18:54:15.864602+00|2016-01-27 20:40:15.46361+00|12213.18
skoda|fabia|121452|2012|1600|55|||None|man|5|5|diesel|2015-11-14 18:54:15.873231+00|2016-01-27 20:40:15.46361+00|6661.73
skoda|fabia|187079|2011|1600|55|||None|man|5|5|diesel|2015-11-14 18:54:15.889676+00|2016-01-27 20:40:15.46361+00|5921.54
hyundai|i30|8247|2015|1600|81|||None|man|5|5|diesel|2015-11-14 18:54:15.93251+00|2016-01-27 20:40:15.46361+00|12953.37
skoda|fabia|79348|2005|1200|47|||None|man|5|5|gasoline|2015-11-14 18:54:15.951198+00|2016-01-27 20:40:15.46361+00|2960.77
toyota|aygo|14221|2012|1000|50|||None|man|5|4|gasoline|2015-11-14 18:54:15.984835+00|2016-01-27 20:40:15.46361+00|6328.65
ford|mondeo|302711|2003|2000|96|||None|man|5|5|diesel|2015-11-14 18:54:16.004304+00|2016-01-27 20:40:15.46361+00|2590.67
skoda|octavia|220177|2008|1900|77|||None|man|5|5|diesel|2015-11-14 18:54:16.02171+00|2016-01-27 20:40:15.46361+00|5773.5
ford|focus|206706|2006|1600|80|||None|man|5|5|diesel|2015-11-14 18:54:16.040493+00|2016-01-27 20:40:15.46361+00|3330.87
skoda|octavia|199487|2006|2000|103|||None|man|5|5|diesel|2015-11-14 18:54:16.048973+00|2016-01-27 20:40:15.46361+00|6291.64
skoda|citigo|10349|2014|1000|44|||None|auto|5|4|gasoline|2015-11-14 18:54:16.065008+00|2016-01-27 20:40:15.46361+00|8142.12
hyundai|ix20|23196|2013|1400|66|||None|man|5|5|gasoline|2015-11-14 18:54:16.114936+00|2016-01-27 20:40:15.46361+00|9807.55
ford|c-max|73103|2009|1600|74|||None|man|5|5|gasoline|2015-11-14 18:54:16.402138+00|2016-01-27 20:40:15.46361+00|7179.87
skoda|fabia|55261|2006|1200|40|||None|man|5|5|gasoline|2015-11-14 18:54:16.430545+00|2016-01-27 20:40:15.46361+00|2775.72
opel|omega|270000|2000|2172|88|||None|man|5|5|diesel|2015-11-14 18:54:16.453928+00|2016-01-27 20:40:15.46361+00|1184.31
seat|ibiza|121353|2003|1200|47|||None|man|5|5|gasoline|2015-11-14 18:54:16.462313+00|2016-01-27 20:40:15.46361+00|1961.51
skoda|octavia|88000|2007|1598|85|||None|man|None|None|gasoline|2015-11-14 18:54:16.496327+00|2016-01-27 20:40:15.46361+00|5736.49
audi|a6|275000|2004|2967|165|||None|auto|4|5|diesel|2015-11-14 18:54:16.519192+00|2016-01-27 20:40:15.46361+00|3293.86
citroen|c5|165639|2005|1560|80|||None|man|5|5|diesel|2015-11-14 18:54:16.555826+00|2016-01-27 20:40:15.46361+00|3478.9
||250000|2006|1998|103|||None|man|5|5|diesel|2015-11-14 18:54:16.565866+00|2016-01-27 20:40:15.46361+00|4811.25
skoda|superb|195000|2010|1968|103|||None|man|5|5|diesel|2015-11-14 18:54:16.579726+00|2016-01-27 20:40:15.46361+00|11658.03
||246000|1994|1598|55|||None||None|None|gasoline|2015-11-14 18:54:16.621606+00|2016-01-27 20:40:15.46361+00|296.08
||327134|2006|2000|103|||None|auto|5|5|diesel|2015-11-14 18:54:16.648295+00|2016-01-27 20:40:15.46361+00|6254.63
||62134|2007|998|50|||None|man|5|4|gasoline|2015-11-14 18:54:16.673216+00|2016-01-27 20:40:15.46361+00|2923.76
volvo|xc90|197000|2006|3192|175|||None|auto|5|5|gasoline|2015-11-14 18:54:16.683235+00|2016-01-27 20:40:15.46361+00|9215.4
hyundai|i30|77572|2011|1600|66|||None|man|5|5|diesel|2015-11-14 18:54:16.69199+00|2016-01-27 20:40:15.46361+00|7364.91
skoda|octavia|177106|2006|1900|77|||None|man|5|5|diesel|2015-11-14 18:54:16.700486+00|2016-01-27 20:40:15.46361+00|5662.47
opel|astra|176915|2005|2000|125|||None|man|2|5|gasoline|2015-11-14 18:54:16.768458+00|2016-01-27 20:40:15.46361+00|4441.15
ford|focus|94763|2009|1800|85|||None|man|5|5|diesel|2015-11-14 18:54:16.787109+00|2016-01-27 20:40:15.46361+00|6106.55
skoda|fabia|115800|2007|1400|59|||None|man|5|5|gasoline|2015-11-14 18:54:16.797422+00|2016-01-27 20:40:15.46361+00|4437.45
||131662|2009|2000|103|||None|man|4|5|diesel|2015-11-14 18:54:16.891463+00|2016-01-27 20:40:15.46361+00|12583.23
||270000|2003|3498|177|||None|auto|5|7|gasoline|2015-11-14 18:55:20.712972+00|2016-01-27 20:40:15.46361+00|2516.65
rover||129000|2011|2993|180|||None|auto|5|5|diesel|2015-11-14 18:55:20.729006+00|2016-01-27 20:40:15.46361+00|32897.41
||305000|2000|1893|85|||None|man|3|5|diesel|2015-11-14 18:55:20.738773+00|2016-01-27 20:40:15.46361+00|1813.47
skoda|fabia|86183|2002|1200|40|||None|man|5|5|gasoline|2015-11-14 18:55:20.748938+00|2016-01-27 20:40:15.46361+00|2035.53
||152055|2000|1500|63|||None|man|3|5|gasoline|2015-11-14 18:55:20.77001+00|2016-01-27 20:40:15.46361+00|1480.38
skoda|octavia|119732|2006|1900|77|||None|man|5|5|diesel|2015-11-14 18:55:20.784169+00|2016-01-27 20:40:15.46361+00|5218.36
ford|c-max|67232|2009|1600|74|||None|man|5|5|gasoline|2015-11-14 18:55:20.797498+00|2016-01-27 20:40:15.46361+00|6809.77
skoda|fabia|51108|2008|1200|51|||None|man|5|5|gasoline|2015-11-14 18:55:20.823778+00|2016-01-27 20:40:15.46361+00|5662.47
skoda|fabia|145000||1598|77|||None|man|5|5|gasoline|2015-11-14 18:55:20.833033+00|2016-01-27 20:40:15.46361+00|6550.7
chevrolet|cruze|135968|2013|1998|120|||None|man|5|5|diesel|2015-11-14 18:55:20.84308+00|2016-01-27 20:40:15.46361+00|9585.49
hyundai|santa-fe|184000||2199|145|||None|auto|5|5|diesel|2015-11-14 18:55:20.861638+00|2016-01-27 20:40:15.46361+00|14359.73
skoda|octavia|55097|2011|1600|75|||None|man|5|5|gasoline|2015-11-14 18:55:20.871496+00|2016-01-27 20:40:15.46361+00|7179.87
mazda|6|165000|2003|1798|88|||None|man|5|5|gasoline|2015-11-14 18:55:20.901597+00|2016-01-27 20:40:15.46361+00|2923.76
hyundai|accent|121553|2004|1300|62|||None|man|5|5|gasoline|2015-11-14 18:55:20.909612+00|2016-01-27 20:40:15.46361+00|1517.39
||92712|2006|1200|40|||None|man|5|5|gasoline|2015-11-14 18:55:20.919285+00|2016-01-27 20:40:15.46361+00|3811.99
skoda|fabia|99000|2006|1200|40|||None|man|5|5|gasoline|2015-11-14 18:55:20.972186+00|2016-01-27 20:40:15.46361+00|2183.57
||290000|2007|2464|107|||None|man|4|6|diesel|2015-11-14 18:55:21.438787+00|2016-01-27 20:40:15.46361+00|9215.4
citroen|c4-picasso|94895|2009|1560|80|||None|auto|5|5|diesel|2015-11-14 18:55:21.449986+00|2016-01-27 20:40:15.46361+00|7216.88
skoda|octavia|168888|2004|1595|75|||None|man|None|None|gasoline|2015-11-14 18:55:21.461643+00|2016-01-27 20:40:15.46361+00|2405.63
skoda|octavia|173000|2006|1595|75|||None|man|None|None|gasoline|2015-11-14 18:55:21.488881+00|2016-01-27 20:40:15.46361+00|3515.91
jeep|grand-cherokee|191306|2007|2987|160|||None|auto|5|5|diesel|2015-11-14 18:55:21.499274+00|2016-01-27 20:40:15.46361+00|7768.39
citroen|xsara-picasso|193000|2001|1749|85|||None|man|5|5|gasoline|2015-11-14 18:55:21.52825+00|2016-01-27 20:40:15.46361+00|1443.38
citroen|saxo|128000|2002|1124|44|||None|man|3|5|gasoline|2015-11-14 18:55:21.538051+00|2016-01-27 20:40:15.46361+00|1406.37
