40415099999;DAMMAM (KING FAHD INT. AIRPORT);SA;2019;2019-09-08T23:00:00+02:00;26.4333333;49.8;12.0;999;ANGULAR DEGREES;Passed gross limits check if element is present;Variable;1.5;METERS PER SECOND;Passed all quality control checks;99999;METERS;Passed gross limits check if element is present;Missing;Yes;9900;METERS;Passed all quality control checks| data originate from an NCEI data source;Missing;Passed gross limits check if element is present;29.0;DEGREES CELSIUS;Passed all quality control checks;17;DEGREES CELSIUS;Passed all quality control checks;9999.9;HECTOPASCALS;Passed gross limits check if element is present;26.4333333|49.8
40405099999;GASSIM;SA;2019;2019-09-08T23:00:00+02:00;26.3;43.7666666;648.0;20;ANGULAR DEGREES;Passed all quality control checks;Normal;4.1;METERS PER SECOND;Passed all quality control checks;99999;METERS;Passed gross limits check if element is present;Missing;Yes;9900;METERS;Passed all quality control checks| data originate from an NCEI data source;Missing;Passed gross limits check if element is present;31.0;DEGREES CELSIUS;Passed all quality control checks;11;DEGREES CELSIUS;Passed all quality control checks;9999.9;HECTOPASCALS;Passed gross limits check if element is present;26.3|43.7666666
40362099999;RAFHA;SA;2019;2019-09-08T23:00:00+02:00;29.626419;43.490614;449.27;240;ANGULAR DEGREES;Passed all quality control checks;Normal;1.5;METERS PER SECOND;Passed all quality control checks;99999;METERS;Passed gross limits check if element is present;Missing;No;10000;METERS;Passed all quality control checks;Missing;Passed gross limits check if element is present;27.7;DEGREES CELSIUS;Passed all quality control checks;2;DEGREES CELSIUS;Passed all quality control checks;1003.6;HECTOPASCALS;Passed all quality control checks;29.626419|43.490614
40361099999;AL JOUF;SA;2019;2019-09-08T23:00:00+02:00;29.785133;40.100006;689.15;300;ANGULAR DEGREES;Passed all quality control checks;Normal;3.6;METERS PER SECOND;Passed all quality control checks;99999;METERS;Passed gross limits check if element is present;Missing;Yes;9900;METERS;Passed all quality control checks| data originate from an NCEI data source;Missing;Passed gross limits check if element is present;27.0;DEGREES CELSIUS;Passed all quality control checks;8;DEGREES CELSIUS;Passed all quality control checks;9999.9;HECTOPASCALS;Passed gross limits check if element is present;29.785133|40.100006
40360099999;GURIAT;SA;2019;2019-09-08T23:00:00+02:00;31.411942;37.279469;509.62;290;ANGULAR DEGREES;Passed all quality control checks;Normal;5.1;METERS PER SECOND;Passed all quality control checks;99999;METERS;Passed gross limits check if element is present;Missing;Yes;9900;METERS;Passed all quality control checks| data originate from an NCEI data source;Missing;Passed gross limits check if element is present;25.0;DEGREES CELSIUS;Passed all quality control checks;16;DEGREES CELSIUS;Passed all quality control checks;9999.9;HECTOPASCALS;Passed gross limits check if element is present;31.411942|37.279469
41128099999;NEJRAN;SA;2019;2019-09-08T23:00:00+02:00;17.611436;44.419169;1213.71;999;ANGULAR DEGREES;Passed gross limits check if element is present;Calm;0.0;METERS PER SECOND;Passed all quality control checks;2743;METERS;Passed all quality control checks;Statistically derived;No;8000;METERS;Passed all quality control checks;Missing;Passed gross limits check if element is present;29.0;DEGREES CELSIUS;Passed all quality control checks;7;DEGREES CELSIUS;Passed all quality control checks;9999.9;HECTOPASCALS;Passed gross limits check if element is present;17.611436|44.419169
41084099999;BISHA;SA;2019;2019-09-08T23:00:00+02:00;19.98435;42.620881;1184.75;190;ANGULAR DEGREES;Passed all quality control checks;Normal;3.1;METERS PER SECOND;Passed all quality control checks;99999;METERS;Passed gross limits check if element is present;Missing;No;10000;METERS;Passed all quality control checks;Missing;Passed gross limits check if element is present;28.8;DEGREES CELSIUS;Passed all quality control checks;6;DEGREES CELSIUS;Passed all quality control checks;9999.9;HECTOPASCALS;Passed gross limits check if element is present;19.98435|42.620881
41112099999;ABHA;SA;2019;2019-09-08T23:00:00+02:00;18.240367;42.656625;2090.31;210;ANGULAR DEGREES;Passed all quality control checks;Normal;1.5;METERS PER SECOND;Passed all quality control checks;22000;METERS;Passed all quality control checks;Missing;No;10000;METERS;Passed all quality control checks;Missing;Passed gross limits check if element is present;22.8;DEGREES CELSIUS;Passed all quality control checks;11;DEGREES CELSIUS;Passed all quality control checks;9999.9;HECTOPASCALS;Passed gross limits check if element is present;18.240367|42.656625
41061099999;WADI AL DAWASIR;SA;2019;2019-09-08T23:00:00+02:00;20.504275;45.199556;628.49;80;ANGULAR DEGREES;Passed all quality control checks;Normal;5.1;METERS PER SECOND;Passed all quality control checks;22000;METERS;Passed all quality control checks;Missing;No;10000;METERS;Passed all quality control checks;Missing;Passed gross limits check if element is present;33.0;DEGREES CELSIUS;Passed all quality control checks;7;DEGREES CELSIUS;Passed all quality control checks;999.4;HECTOPASCALS;Passed all quality control checks;20.504275|45.199556
41024099999;KING ABDULAZIZ INTL;SA;2019;2019-09-08T23:00:00+02:00;21.679564;39.156536;14.63;20;ANGULAR DEGREES;Passed all quality control checks;Normal;4.1;METERS PER SECOND;Passed all quality control checks;99999;METERS;Passed gross limits check if element is present;Missing;No;9999;METERS;Passed all quality control checks;Missing;Passed gross limits check if element is present;30.0;DEGREES CELSIUS;Passed all quality control checks;23;DEGREES CELSIUS;Passed all quality control checks;9999.9;HECTOPASCALS;Passed gross limits check if element is present;21.679564|39.156536
40416099999;KING ABDULAZIZ AB;SA;2019;2019-09-08T23:00:00+02:00;26.265417;50.152027;25.6;270;ANGULAR DEGREES;Passed all quality control checks;Normal;2.1;METERS PER SECOND;Passed all quality control checks;99999;METERS;Passed gross limits check if element is present;Missing;Yes;9900;METERS;Passed all quality control checks| data originate from an NCEI data source;Missing;Passed gross limits check if element is present;29.0;DEGREES CELSIUS;Passed all quality control checks;15;DEGREES CELSIUS;Passed all quality control checks;9999.9;HECTOPASCALS;Passed gross limits check if element is present;26.265417|50.152027
40394099999;HAIL;SA;2019;2019-09-08T23:00:00+02:00;27.437917;41.686292;1015.28;30;ANGULAR DEGREES;Passed all quality control checks;Normal;1.0;METERS PER SECOND;Passed all quality control checks;99999;METERS;Passed gross limits check if element is present;Missing;No;10000;METERS;Passed all quality control checks;Missing;Passed gross limits check if element is present;29.2;DEGREES CELSIUS;Passed all quality control checks;8;DEGREES CELSIUS;Passed all quality control checks;9999.9;HECTOPASCALS;Passed gross limits check if element is present;27.437917|41.686292
40357099999;ARAR;SA;2019;2019-09-08T23:00:00+02:00;30.906589;41.138217;552.6;250;ANGULAR DEGREES;Passed all quality control checks;Normal;3.6;METERS PER SECOND;Passed all quality control checks;99999;METERS;Passed gross limits check if element is present;Missing;Yes;9900;METERS;Passed all quality control checks| data originate from an NCEI data source;Missing;Passed gross limits check if element is present;28.0;DEGREES CELSIUS;Passed all quality control checks;11;DEGREES CELSIUS;Passed all quality control checks;9999.9;HECTOPASCALS;Passed gross limits check if element is present;30.906589|41.138217
40360099999;GURIAT;SA;2019;2019-09-08T23:00:00+02:00;31.411942;37.279469;509.62;290;ANGULAR DEGREES;Passed all quality control checks;Normal;5.1;METERS PER SECOND;Passed all quality control checks;99999;METERS;Passed gross limits check if element is present;Missing;No;10000;METERS;Passed all quality control checks;Missing;Passed gross limits check if element is present;24.6;DEGREES CELSIUS;Passed all quality control checks;16;DEGREES CELSIUS;Passed all quality control checks;1007.1;HECTOPASCALS;Passed all quality control checks;31.411942|37.279469
41036099999;TAIF;SA;2019;2019-09-08T23:00:00+02:00;21.483418;40.544334;1477.67;210;ANGULAR DEGREES;Passed all quality control checks;Normal;2.1;METERS PER SECOND;Passed all quality control checks;99999;METERS;Passed gross limits check if element is present;Missing;No;9999;METERS;Passed all quality control checks;Missing;Passed gross limits check if element is present;28.0;DEGREES CELSIUS;Passed all quality control checks;9;DEGREES CELSIUS;Passed all quality control checks;9999.9;HECTOPASCALS;Passed gross limits check if element is present;21.483418|40.544334
41112099999;ABHA;SA;2019;2019-09-08T23:00:00+02:00;18.240367;42.656625;2090.31;210;ANGULAR DEGREES;Passed all quality control checks;Normal;1.5;METERS PER SECOND;Passed all quality control checks;99999;METERS;Passed gross limits check if element is present;Missing;No;9999;METERS;Passed all quality control checks;Missing;Passed gross limits check if element is present;23.0;DEGREES CELSIUS;Passed all quality control checks;11;DEGREES CELSIUS;Passed all quality control checks;9999.9;HECTOPASCALS;Passed gross limits check if element is present;18.240367|42.656625
41055099999;AL BAHA;SA;2019;2019-09-08T23:00:00+02:00;20.296139;41.634277;1672.13;999;ANGULAR DEGREES;Passed gross limits check if element is present;Calm;0.0;METERS PER SECOND;Passed all quality control checks;22000;METERS;Passed all quality control checks;Missing;No;10000;METERS;Passed all quality control checks;Missing;Passed gross limits check if element is present;30.1;DEGREES CELSIUS;Passed all quality control checks;9;DEGREES CELSIUS;Passed all quality control checks;9999.9;HECTOPASCALS;Passed gross limits check if element is present;20.296139|41.634277
41032099999;ARAFAT;SA;2019;2019-09-08T23:00:00+02:00;21.3333333;39.9666666;308.0;999;ANGULAR DEGREES;Passed gross limits check if element is present;Calm;0.0;METERS PER SECOND;Passed all quality control checks;99999;METERS;Passed gross limits check if element is present;Statistically derived;No;10000;METERS;Passed all quality control checks;Missing;Passed gross limits check if element is present;33.4;DEGREES CELSIUS;Passed all quality control checks;15;DEGREES CELSIUS;Passed all quality control checks;1003.3;HECTOPASCALS;Passed all quality control checks;21.3333333|39.9666666
40439099999;YENBO;SA;2019;2019-09-08T23:00:00+02:00;24.144244;38.06335;7.92;250;ANGULAR DEGREES;Passed all quality control checks;Normal;5.1;METERS PER SECOND;Passed all quality control checks;99999;METERS;Passed gross limits check if element is present;Missing;No;10000;METERS;Passed all quality control checks;Missing;Passed gross limits check if element is present;31.0;DEGREES CELSIUS;Passed all quality control checks;16;DEGREES CELSIUS;Passed all quality control checks;1003.3;HECTOPASCALS;Passed all quality control checks;24.144244|38.06335
40435099999;AL-DAWADAMI;SA;2019;2019-09-08T23:00:00+02:00;26.9833333;44.1166666;923.0;40;ANGULAR DEGREES;Passed all quality control checks;Normal;6.2;METERS PER SECOND;Passed all quality control checks;99999;METERS;Passed gross limits check if element is present;Missing;No;10000;METERS;Passed all quality control checks;Missing;Passed gross limits check if element is present;30.5;DEGREES CELSIUS;Passed all quality control checks;3;DEGREES CELSIUS;Passed all quality control checks;1002.8;HECTOPASCALS;Passed all quality control checks;26.9833333|44.1166666
40419499999;JUBAIL;SA;2019;2019-09-08T23:00:00+02:00;27.039028;49.405083;7.92;240;ANGULAR DEGREES;Passed all quality control checks;Normal;3.6;METERS PER SECOND;Passed all quality control checks;99999;METERS;Passed gross limits check if element is present;Missing;Yes;9900;METERS;Passed all quality control checks| data originate from an NCEI data source;Missing;Passed gross limits check if element is present;28.0;DEGREES CELSIUS;Passed all quality control checks;19;DEGREES CELSIUS;Passed all quality control checks;9999.9;HECTOPASCALS;Passed gross limits check if element is present;27.039028|49.405083
40400099999;WEJH;SA;2019;2019-09-08T23:00:00+02:00;26.198553;36.476381;20.11;310;ANGULAR DEGREES;Passed all quality control checks;Normal;4.1;METERS PER SECOND;Passed all quality control checks;99999;METERS;Passed gross limits check if element is present;Missing;Yes;9900;METERS;Passed all quality control checks| data originate from an NCEI data source;Missing;Passed gross limits check if element is present;28.0;DEGREES CELSIUS;Passed all quality control checks;24;DEGREES CELSIUS;Passed all quality control checks;9999.9;HECTOPASCALS;Passed gross limits check if element is present;26.198553|36.476381
40375099999;TABUK;SA;2019;2019-09-08T23:00:00+02:00;28.365417;36.618889;777.54;320;ANGULAR DEGREES;Passed all quality control checks;Normal;5.1;METERS PER SECOND;Passed all quality control checks;99999;METERS;Passed gross limits check if element is present;Missing;No;10000;METERS;Passed all quality control checks;Missing;Passed gross limits check if element is present;27.6;DEGREES CELSIUS;Passed all quality control checks;7;DEGREES CELSIUS;Passed all quality control checks;1004.9;HECTOPASCALS;Passed all quality control checks;28.365417|36.618889
40356099999;TURAIF;SA;2019;2019-09-08T23:00:00+02:00;31.692683;38.7312;854.35;270;ANGULAR DEGREES;Passed all quality control checks;Normal;4.1;METERS PER SECOND;Passed all quality control checks;99999;METERS;Passed gross limits check if element is present;Missing;Yes;9900;METERS;Passed all quality control checks| data originate from an NCEI data source;Missing;Passed gross limits check if element is present;25.0;DEGREES CELSIUS;Passed all quality control checks;18;DEGREES CELSIUS;Passed all quality control checks;9999.9;HECTOPASCALS;Passed gross limits check if element is present;31.692683|38.7312
